restaurant_id,service_date,max_temp_c,is_holiday,is_bridge_day,is_business_day,cuisine_type,restaurant_segment,menu_price,menu_starter,menu_main,menu_dessert
3,2021-01-07,11.5,0,0,1,Italian,Business,12.79,Supplì al telefono,Pasta alla carbonara,Cannoli siciliani
10,2022-01-25,0.8,0,0,1,Mediterranean,Gourmet,43.3,Falafel con salsa tahini,Dorada a la sal,Crema de pistachos
6,2025-12-03,6.2,0,0,1,Mediterranean,Traditional,23.87,Dolmades de arroz,Tagine de cordero con ciruelas,Baklava
17,2024-11-11,18.1,0,0,1,Mediterranean,Traditional,16.06,Gambas al ajillo,Pollo al limón con romero,Peras al vino con especias
17,2025-06-07,28.6,0,0,0,Mediterranean,Traditional,16.06,Tzatziki con crudités,Moussaka tradicional,Tarta de miel y nueces
12,2022-07-29,32.6,0,0,0,Mediterranean,Traditional,17.84,Pan de pita con labneh,Dorada al horno con patatas,Tarta de ricotta con miel
19,2021-07-01,32.0,0,0,1,Grill,Business,20.4,Ensalada César,Hamburguesa de ternera con bacon,Tarta de queso
3,2025-10-22,18.0,0,0,1,Italian,Business,12.79,Carpaccio di manzo,Penne all'arrabbiata,Torta della nonna
20,2022-01-12,9.7,0,0,1,Italian,Business,13.01,Crostini con paté de trufa,Gnocchi al gorgonzola,Budino al cioccolato
15,2022-12-10,8.9,0,0,0,Spanish,Business,17.84,Jamón ibérico con pan tumaca,Fabada asturiana,Flan casero
9,2021-06-01,30.4,0,0,1,Italian,Traditional,16.17,Arancini de azafrán,Risotto al limone,Tiramisú
9,2025-08-06,32.3,0,0,1,Italian,Traditional,16.17,Insalata caprese,Saltimbocca alla romana,Cassata siciliana
18,2021-10-06,23.3,0,0,1,Mediterranean,Business,14.31,Tabla de quesos mediterráneos,Dorada al horno con patatas,Baklava
12,2022-12-01,5.5,0,0,1,Mediterranean,Traditional,17.84,Gambas al ajillo,Lubina al horno con verduras,Peras al vino con especias
8,2021-10-24,21.7,0,0,0,Mediterranean,Family,19.25,Tzatziki con crudités,Brochetas de pollo con especias,Tarta de ricotta con miel
2,2024-03-11,11.8,0,0,1,Spanish,Traditional,21.52,Boquerones en vinagre,Fabada asturiana,Arroz con leche
16,2022-11-20,13.5,0,0,0,Grill,Traditional,15.55,Provoleta a la parrilla,Chuletas de cordero a la brasa,Brownie con helado
7,2021-11-29,7.9,0,0,1,Spanish,Family,17.44,Pimientos de padrón,Fabada asturiana,Leche frita
10,2022-02-12,5.7,0,0,0,Mediterranean,Gourmet,43.3,Hummus con pita,Pez espada a la plancha,Naranjas con canela y menta
15,2025-01-23,7.9,0,0,1,Spanish,Business,17.84,Boquerones en vinagre,Bacalao al pil pil,Flan casero
16,2023-01-15,3.8,0,0,0,Grill,Traditional,15.55,Pimientos asados con anchoas,Pollo asado con patatas,Helado artesano
6,2024-09-25,21.9,0,0,1,Mediterranean,Traditional,23.87,Gambas al ajillo,Dorada al horno con patatas,Halvah de sésamo
12,2021-09-07,31.2,0,0,1,Mediterranean,Traditional,17.84,Pan de pita con labneh,Rape con salsa de azafrán,Sorbete de naranja
11,2022-01-09,0.8,0,0,0,Italian,Traditional,18.4,Burrata con tomate,Risotto ai funghi porcini,Tiramisú
5,2021-12-10,11.1,0,0,0,Italian,Gourmet,41.17,Burrata con tomate,Tagliatelle al ragú,Cassata siciliana
7,2021-07-29,37.8,0,0,1,Spanish,Family,17.44,Berberechos al vapor,Rabo de toro estofado,Tarta de queso con membrillo
3,2025-05-28,30.5,0,0,1,Italian,Business,12.79,Crostini con paté de trufa,Tagliatelle al ragú,Tiramisú
7,2025-04-30,25.1,0,0,1,Spanish,Family,17.44,Boquerones en vinagre,Rabo de toro estofado,Natillas de vainilla
2,2021-05-02,23.4,1,0,0,Spanish,Traditional,21.52,Jamón ibérico con pan tumaca,Pollo en pepitoria,Bizcocho de yogur
6,2024-11-04,18.4,0,0,1,Mediterranean,Traditional,23.87,Hummus con pita,Tagine de cordero con ciruelas,Halvah de sésamo
6,2023-06-08,33.1,0,0,1,Mediterranean,Traditional,23.87,Tabla de quesos mediterráneos,Tagine de cordero con ciruelas,Halvah de sésamo
12,2021-07-20,38.2,0,0,1,Mediterranean,Traditional,17.84,Dolmades de arroz,Rape con salsa de azafrán,Tarta de ricotta con miel
14,2021-06-24,31.2,0,0,1,Spanish,Traditional,13.82,Ensaladilla rusa,Fabada asturiana,Crema de naranja
1,2025-06-01,39.4,0,0,0,Grill,Gourmet,36.97,Carpaccio de ternera,Pollo asado con patatas,Flan de huevo casero
2,2022-04-13,16.2,0,0,1,Spanish,Traditional,21.52,Gazpacho andaluz,Merluza en salsa verde,Bizcocho de yogur
13,2023-07-13,36.6,0,0,1,Grill,Gourmet,33.21,Gambas a la plancha,Chuletas de cordero a la brasa,Helado artesano
16,2021-02-01,4.4,0,0,1,Grill,Traditional,15.55,Croquetas de jamón,Lomo bajo con chimichurri,Coulant de chocolate
10,2021-10-17,25.1,0,0,0,Mediterranean,Gourmet,43.3,Tzatziki con crudités,Rape con salsa de azafrán,Halvah de sésamo
12,2024-01-10,7.2,0,0,1,Mediterranean,Traditional,17.84,Pan de pita con labneh,Dorada al horno con patatas,Mousse de limón
14,2024-02-17,9.4,0,0,0,Spanish,Traditional,13.82,Patatas bravas,Paella valenciana,Tarta de Santiago
1,2023-10-24,19.4,0,0,1,Grill,Gourmet,36.97,Jamón con picos y aceitunas,Pollo asado con patatas,Flan de huevo casero
7,2023-10-07,19.5,0,0,0,Spanish,Family,17.44,Pimientos de padrón,Callos a la madrileña,Tarta de queso con membrillo
12,2021-08-24,31.2,0,0,1,Mediterranean,Traditional,17.84,Tapenade con tostadas,Merluza con pisto,Lokum de rosa
12,2021-11-09,10.8,0,0,1,Mediterranean,Traditional,17.84,Ensalada de pulpo,Pollo al limón con romero,Mousse de limón
9,2023-03-29,16.8,0,0,1,Italian,Traditional,16.17,Zuppa di cipolle,Gnocchi al gorgonzola,Tiramisú
18,2025-04-20,19.8,0,0,0,Mediterranean,Business,14.31,Hummus con pita,Pollo al limón con romero,Halvah de sésamo
19,2022-01-04,8.6,0,0,1,Grill,Business,20.4,Alitas de pollo BBQ,Entrecot de ternera a la brasa,Flan de huevo casero
18,2024-08-19,35.3,0,0,1,Mediterranean,Business,14.31,Ensalada griega,Moussaka tradicional,Sorbete de naranja
4,2025-08-11,35.8,0,0,1,Italian,Business,20.23,Supplì al telefono,Gnocchi al gorgonzola,Panna cotta
6,2023-11-26,10.0,0,0,0,Mediterranean,Traditional,23.87,Ensalada griega,Pollo al limón con romero,Baklava
16,2021-05-28,29.9,0,0,0,Grill,Traditional,15.55,Croquetas de jamón,Pollo asado con patatas,Cheesecake de frutos rojos
6,2025-08-07,31.9,0,0,1,Mediterranean,Traditional,23.87,Calamares a la romana,Kebab de cordero con cous cous,Yogur griego con miel
1,2021-02-05,6.5,0,0,0,Grill,Gourmet,36.97,Tostadas con sobrasada,Pollo asado con patatas,Brownie con helado
1,2025-09-27,24.1,0,0,0,Grill,Gourmet,36.97,Ensalada César,Hamburguesa de ternera con bacon,Cheesecake de frutos rojos
2,2024-09-16,25.2,0,0,1,Spanish,Traditional,21.52,Gazpacho andaluz,Albóndigas en salsa,Torrijas
15,2021-01-16,6.9,0,0,0,Spanish,Business,17.84,Pulpo a la gallega,Pollo en pepitoria,Arroz con leche
2,2025-07-14,35.1,0,0,1,Spanish,Traditional,21.52,Ensaladilla rusa,Bacalao al pil pil,Filloas con nata
1,2025-01-11,1.9,0,0,0,Grill,Gourmet,36.97,Carpaccio de ternera,Entrecot de ternera a la brasa,Cheesecake de frutos rojos
8,2021-10-15,18.6,0,0,0,Mediterranean,Family,19.25,Gambas al ajillo,Pollo al limón con romero,Halvah de sésamo
9,2025-08-07,31.9,0,0,1,Italian,Traditional,16.17,Focaccia con romero,Ossobuco alla milanese,Semifreddo al limone
7,2024-10-22,16.4,0,0,1,Spanish,Family,17.44,Tortilla española,Cocido madrileño,Arroz con leche
5,2021-08-29,29.1,0,0,0,Italian,Gourmet,41.17,Carpaccio di manzo,Risotto ai funghi porcini,Panna cotta al caramello
17,2025-08-16,35.7,0,0,0,Mediterranean,Traditional,16.06,Ensalada de pulpo,Merluza con pisto,Yogur griego con miel
14,2023-08-15,35.0,0,0,1,Spanish,Traditional,13.82,Tortilla española,Callos a la madrileña,Arroz con leche
6,2022-04-30,25.1,0,0,0,Mediterranean,Traditional,23.87,Ensalada griega,Merluza con pisto,Tarta de ricotta con miel
2,2022-05-23,33.1,0,0,1,Spanish,Traditional,21.52,Pulpo a la gallega,Bacalao al pil pil,Leche frita
6,2021-03-01,12.4,0,0,1,Mediterranean,Traditional,23.87,Tabla de quesos mediterráneos,Dorada a la sal,Tarta de ricotta con miel
17,2023-08-08,32.5,0,0,1,Mediterranean,Traditional,16.06,Dolmades de arroz,Moussaka tradicional,Lokum de rosa
11,2022-07-12,37.1,0,0,1,Italian,Traditional,18.4,Insalata caprese,Gnocchi al gorgonzola,Budino al cioccolato
6,2022-03-23,14.3,0,0,1,Mediterranean,Traditional,23.87,Calamares a la romana,Tagine de cordero con ciruelas,Sorbete de naranja
2,2024-08-19,35.3,0,0,1,Spanish,Traditional,21.52,Boquerones en vinagre,Callos a la madrileña,Bizcocho de yogur
19,2024-05-03,20.4,0,0,0,Grill,Business,20.4,Alitas de pollo BBQ,Chuletón de vaca,Helado artesano
14,2025-03-14,11.7,0,0,0,Spanish,Traditional,13.82,Tortilla española,Pescado a la sal,Arroz con leche
12,2024-12-10,6.8,0,0,1,Mediterranean,Traditional,17.84,Pan de pita con labneh,Dorada a la sal,Lokum de rosa
7,2021-02-24,10.0,0,0,1,Spanish,Family,17.44,Patatas bravas,Pollo en pepitoria,Tarta de Santiago
20,2022-08-28,31.3,0,0,0,Italian,Business,13.01,Arancini de azafrán,Gnocchi al gorgonzola,Torta della nonna
16,2022-05-14,26.2,0,0,0,Grill,Traditional,15.55,Tabla de embutidos ibéricos,Hamburguesa de ternera con bacon,Coulant de chocolate
4,2021-09-11,25.2,0,0,0,Italian,Business,20.23,Arancini de azafrán,Risotto ai funghi porcini,Cassata siciliana
16,2021-06-27,36.4,0,0,0,Grill,Traditional,15.55,Jamón con picos y aceitunas,Secreto ibérico,Coulant de chocolate
18,2022-03-23,14.3,0,0,1,Mediterranean,Business,14.31,Pan de pita con labneh,Dorada al horno con patatas,Baklava
18,2025-01-04,4.9,0,0,0,Mediterranean,Business,14.31,Tzatziki con crudités,Brochetas de pollo con especias,Yogur griego con miel
3,2025-12-15,6.0,0,0,1,Italian,Business,12.79,Carpaccio di manzo,Ossobuco alla milanese,Semifreddo al limone
7,2022-06-17,31.9,0,0,0,Spanish,Family,17.44,Jamón ibérico con pan tumaca,Bacalao al pil pil,Tarta de queso con membrillo
11,2022-03-03,11.4,0,0,1,Italian,Traditional,18.4,Focaccia con romero,Ossobuco alla milanese,Zabaione con frutti di bosco
13,2021-12-01,9.5,0,0,1,Grill,Gourmet,33.21,Croquetas de jamón,Entrecot de ternera a la brasa,Brownie con helado
6,2022-12-16,-1.3,0,0,0,Mediterranean,Traditional,23.87,Ensalada griega,Dorada a la sal,Sorbete de naranja
11,2021-05-27,27.8,0,0,1,Italian,Traditional,18.4,Bresaola con rúcula,Tagliatelle al ragú,Cannoli siciliani
18,2022-07-09,35.9,0,0,0,Mediterranean,Business,14.31,Tabla de quesos mediterráneos,Dorada al horno con patatas,Helado de higos
20,2021-06-13,33.7,0,0,0,Italian,Business,13.01,Carpaccio di manzo,Saltimbocca alla romana,Affogato al caffè
3,2021-10-16,20.1,0,0,0,Italian,Business,12.79,Burrata con tomate,Risotto al limone,Affogato al caffè
5,2022-05-02,25.1,1,0,1,Italian,Gourmet,41.17,Insalata caprese,Gnocchi al gorgonzola,Zabaione con frutti di bosco
1,2022-01-18,6.6,0,0,1,Grill,Gourmet,36.97,Carpaccio de ternera,Costillas BBQ,Brownie con helado
2,2024-09-05,30.3,0,0,1,Spanish,Traditional,21.52,Jamón ibérico con pan tumaca,Merluza en salsa verde,Filloas con nata
12,2022-06-14,34.2,0,0,1,Mediterranean,Traditional,17.84,Gambas al ajillo,Berenjena rellena de carne,Helado de higos
13,2023-06-10,35.4,0,0,0,Grill,Gourmet,33.21,Ensalada de rúcula y parmesano,Solomillo con salsa de pimienta,Helado artesano
7,2022-07-01,32.7,0,0,0,Spanish,Family,17.44,Tortilla española,Callos a la madrileña,Natillas de vainilla
13,2024-08-23,31.7,0,0,0,Grill,Gourmet,33.21,Carpaccio de ternera,Pollo asado con patatas,Tarta de queso
18,2024-03-16,9.7,0,0,0,Mediterranean,Business,14.31,Hummus con pita,Lubina al horno con verduras,Mousse de limón
5,2022-03-21,20.5,0,0,1,Italian,Gourmet,41.17,Focaccia con romero,Penne all'arrabbiata,Cannoli siciliani
7,2022-03-26,15.3,0,0,0,Spanish,Family,17.44,Gazpacho andaluz,Callos a la madrileña,Tarta de queso con membrillo
5,2021-04-13,16.1,0,0,1,Italian,Gourmet,41.17,Crostini con paté de trufa,Penne all'arrabbiata,Zabaione con frutti di bosco
7,2025-07-30,34.3,0,0,1,Spanish,Family,17.44,Tortilla española,Pescado a la sal,Bizcocho de yogur
15,2022-05-12,26.0,0,0,1,Spanish,Business,17.84,Pimientos de padrón,Merluza en salsa verde,Natillas de vainilla
4,2021-12-14,9.7,0,0,1,Italian,Business,20.23,Burrata con tomate,Pasta alla carbonara,Tiramisú
14,2025-03-25,11.2,0,0,1,Spanish,Traditional,13.82,Pulpo a la gallega,Pollo en pepitoria,Buñuelos de viento
5,2025-05-08,24.2,0,0,1,Italian,Gourmet,41.17,Bresaola con rúcula,Pollo alla parmigiana,Panna cotta al caramello
5,2021-11-20,9.7,0,0,0,Italian,Gourmet,41.17,Burrata con tomate,Ossobuco alla milanese,Tiramisú
1,2023-03-14,6.0,0,0,1,Grill,Gourmet,36.97,Pimientos asados con anchoas,Secreto ibérico,Coulant de chocolate
7,2023-04-16,20.3,0,0,0,Spanish,Family,17.44,Patatas bravas,Rabo de toro estofado,Tarta de Santiago
4,2024-05-06,34.3,0,0,1,Italian,Business,20.23,Focaccia con romero,Penne all'arrabbiata,Torta della nonna
7,2024-07-31,36.3,0,0,1,Spanish,Family,17.44,Croquetas de bacalao,Callos a la madrileña,Bizcocho de yogur
6,2022-02-22,12.1,0,0,1,Mediterranean,Traditional,23.87,Dolmades de arroz,Brochetas de pollo con especias,Mousse de limón
19,2025-06-16,32.2,0,0,1,Grill,Business,20.4,Tabla de embutidos ibéricos,Secreto ibérico,Flan de huevo casero
11,2024-11-17,13.1,0,0,0,Italian,Traditional,18.4,Zuppa di cipolle,Tagliatelle al ragú,Cannoli siciliani
6,2025-08-21,29.4,0,0,1,Mediterranean,Traditional,23.87,Dolmades de arroz,Pez espada a la plancha,Sorbete de naranja
12,2025-08-01,34.0,0,0,0,Mediterranean,Traditional,17.84,Tapenade con tostadas,Rape con salsa de azafrán,Halvah de sésamo
9,2023-04-04,13.5,0,0,1,Italian,Traditional,16.17,Supplì al telefono,Pollo alla parmigiana,Gelato misto
7,2022-10-14,18.5,0,0,0,Spanish,Family,17.44,Pulpo a la gallega,Fabada asturiana,Torrijas
7,2024-05-24,30.8,0,0,0,Spanish,Family,17.44,Pulpo a la gallega,Callos a la madrileña,Leche frita
14,2025-04-29,19.4,0,0,1,Spanish,Traditional,13.82,Mejillones en escabeche,Albóndigas en salsa,Buñuelos de viento
16,2024-02-27,6.4,0,0,1,Grill,Traditional,15.55,Alitas de pollo BBQ,Presa ibérica a la parrilla,Helado artesano
13,2024-09-10,24.6,0,0,1,Grill,Gourmet,33.21,Pimientos asados con anchoas,Chuletas de cordero a la brasa,Crema catalana
5,2025-03-19,17.7,0,0,1,Italian,Gourmet,41.17,Bruschetta al pomodoro,Tagliatelle al ragú,Panna cotta al caramello
4,2023-01-28,2.3,0,0,0,Italian,Business,20.23,Burrata con tomate,Lasagna bolognese,Gelato misto
19,2025-08-16,35.7,0,0,0,Grill,Business,20.4,Ensalada de rúcula y parmesano,Chuletas de cordero a la brasa,Bizcocho de zanahoria
18,2022-01-15,5.1,0,0,0,Mediterranean,Business,14.31,Ensalada griega,Lubina al horno con verduras,Helado de higos
3,2021-06-29,32.4,0,0,1,Italian,Business,12.79,Bresaola con rúcula,Pizza margherita,Gelato misto
14,2021-01-17,-0.9,0,0,0,Spanish,Traditional,13.82,Croquetas de bacalao,Arroz con bogavante,Crema de naranja
8,2022-05-24,29.7,0,0,1,Mediterranean,Family,19.25,Tzatziki con crudités,Pollo al limón con romero,Tarta de ricotta con miel
2,2023-02-09,5.1,0,0,1,Spanish,Traditional,21.52,Pan con tomate y jamón,Fabada asturiana,Arroz con leche
4,2022-09-15,27.5,0,0,1,Italian,Business,20.23,Antipasto misto,Pizza margherita,Cannoli siciliani
9,2023-02-14,4.9,0,0,1,Italian,Traditional,16.17,Antipasto misto,Lasagna bolognese,Cannoli siciliani
3,2024-02-01,5.4,0,0,1,Italian,Business,12.79,Bresaola con rúcula,Lasagna bolognese,Cassata siciliana
15,2024-01-31,5.8,0,0,1,Spanish,Business,17.84,Patatas bravas,Callos a la madrileña,Flan casero
2,2022-08-06,34.2,0,0,0,Spanish,Traditional,21.52,Boquerones en vinagre,Pollo en pepitoria,Tarta de Santiago
13,2021-01-26,8.8,0,0,1,Grill,Gourmet,33.21,Croquetas de jamón,Presa ibérica a la parrilla,Brownie con helado
20,2024-03-31,18.7,0,0,0,Italian,Business,13.01,Carpaccio di manzo,Penne all'arrabbiata,Affogato al caffè
19,2024-03-03,14.0,0,0,0,Grill,Business,20.4,Tostadas con sobrasada,Chuletón de vaca,Profiteroles con chocolate
20,2022-03-23,14.3,0,0,1,Italian,Business,13.01,Focaccia con romero,Tagliatelle al ragú,Gelato misto
4,2023-12-11,7.4,0,0,1,Italian,Business,20.23,Crostini con paté de trufa,Pollo alla parmigiana,Crostata di fragole
16,2021-02-19,5.2,0,0,0,Grill,Traditional,15.55,Tabla de embutidos ibéricos,Hamburguesa de ternera con bacon,Coulant de chocolate
1,2021-08-02,32.2,0,0,1,Grill,Gourmet,36.97,Provoleta a la parrilla,Entrecot de ternera a la brasa,Helado artesano
5,2022-02-27,5.7,0,0,0,Italian,Gourmet,41.17,Carpaccio di manzo,Pasta alla carbonara,Semifreddo al limone
11,2022-12-25,3.0,1,0,0,Italian,Traditional,18.4,Focaccia con romero,Pollo alla parmigiana,Tiramisú
12,2022-08-29,31.5,0,0,1,Mediterranean,Traditional,17.84,Ensalada griega,Brochetas de pollo con especias,Sorbete de naranja
18,2023-11-09,20.2,0,0,1,Mediterranean,Business,14.31,Dolmades de arroz,Dorada a la sal,Naranjas con canela y menta
15,2021-07-20,38.2,0,0,1,Spanish,Business,17.84,Pimientos de padrón,Paella valenciana,Cuajada con miel
8,2023-04-13,19.8,0,0,1,Mediterranean,Family,19.25,Tzatziki con crudités,Brochetas de pollo con especias,Peras al vino con especias
17,2021-12-15,7.2,0,0,1,Mediterranean,Traditional,16.06,Falafel con salsa tahini,Rape con salsa de azafrán,Halvah de sésamo
4,2024-11-09,14.9,0,0,0,Italian,Business,20.23,Bruschetta al pomodoro,Penne all'arrabbiata,Panna cotta
14,2023-09-16,25.7,0,0,0,Spanish,Traditional,13.82,Tortilla española,Pollo en pepitoria,Torrijas
16,2021-04-04,15.9,0,0,0,Grill,Traditional,15.55,Jamón con picos y aceitunas,Chuletón de vaca,Cheesecake de frutos rojos
8,2021-11-13,16.7,0,0,0,Mediterranean,Family,19.25,Falafel con salsa tahini,Berenjena rellena de carne,Sorbete de naranja
17,2023-12-23,4.1,0,0,0,Mediterranean,Traditional,16.06,Falafel con salsa tahini,Kebab de cordero con cous cous,Lokum de rosa
12,2021-06-23,29.5,0,0,1,Mediterranean,Traditional,17.84,Tapenade con tostadas,Dorada a la sal,Naranjas con canela y menta
14,2024-07-21,33.4,0,0,0,Spanish,Traditional,13.82,Tortilla española,Merluza en salsa verde,Bizcocho de yogur
10,2024-11-07,12.8,0,0,1,Mediterranean,Gourmet,43.3,Pan de pita con labneh,Tagine de cordero con ciruelas,Halvah de sésamo
3,2022-05-11,25.7,0,0,1,Italian,Business,12.79,Crostini con paté de trufa,Gnocchi al gorgonzola,Gelato misto
8,2025-02-28,4.9,0,0,0,Mediterranean,Family,19.25,Hummus con pita,Lubina al horno con verduras,Baklava
2,2023-05-28,27.3,0,0,0,Spanish,Traditional,21.52,Ensaladilla rusa,Pollo en pepitoria,Tarta de queso con membrillo
7,2022-02-25,7.6,0,0,0,Spanish,Family,17.44,Patatas bravas,Cocido madrileño,Tarta de queso con membrillo
10,2024-01-09,0.6,0,0,1,Mediterranean,Gourmet,43.3,Ensalada de pulpo,Moussaka tradicional,Halvah de sésamo
6,2021-05-23,28.2,0,0,0,Mediterranean,Traditional,23.87,Dolmades de arroz,Pez espada a la plancha,Helado de higos
12,2021-07-13,37.2,0,0,1,Mediterranean,Traditional,17.84,Ensalada de pulpo,Dorada a la sal,Halvah de sésamo
13,2022-12-08,2.5,0,0,1,Grill,Gourmet,33.21,Alitas de pollo BBQ,Entrecot de ternera a la brasa,Cheesecake de frutos rojos
19,2022-01-14,5.4,0,0,0,Grill,Business,20.4,Gambas a la plancha,Secreto ibérico,Tarta de manzana caliente
8,2024-11-16,14.9,0,0,0,Mediterranean,Family,19.25,Tabla de quesos mediterráneos,Pez espada a la plancha,Yogur griego con miel
7,2022-12-16,-1.3,0,0,0,Spanish,Family,17.44,Pan con tomate y jamón,Cocido madrileño,Arroz con leche
20,2025-06-16,32.2,0,0,1,Italian,Business,13.01,Prosciutto con melón,Tagliatelle al ragú,Panna cotta al caramello
1,2025-07-25,32.3,0,0,0,Grill,Gourmet,36.97,Carpaccio de ternera,Chuletas de cordero a la brasa,Profiteroles con chocolate
20,2021-07-15,39.6,0,0,1,Italian,Business,13.01,Antipasto misto,Lasagna bolognese,Panna cotta
8,2023-04-08,19.6,0,0,0,Mediterranean,Family,19.25,Ensalada griega,Rape con salsa de azafrán,Helado de higos
9,2021-05-07,25.8,0,0,0,Italian,Traditional,16.17,Focaccia con romero,Saltimbocca alla romana,Semifreddo al limone
11,2025-08-14,37.8,0,0,1,Italian,Traditional,18.4,Supplì al telefono,Pasta alle vongole,Semifreddo al limone
7,2022-08-25,33.3,0,0,1,Spanish,Family,17.44,Ensaladilla rusa,Cocido madrileño,Leche frita
2,2024-12-15,1.7,0,0,0,Spanish,Traditional,21.52,Jamón ibérico con pan tumaca,Rabo de toro estofado,Arroz con leche
3,2025-07-07,38.5,0,0,1,Italian,Business,12.79,Carpaccio di manzo,Lasagna bolognese,Zabaione con frutti di bosco
13,2021-03-12,7.9,0,0,0,Grill,Gourmet,33.21,Pimientos asados con anchoas,Presa ibérica a la parrilla,Helado artesano
15,2021-08-12,32.8,0,0,1,Spanish,Business,17.84,Pulpo a la gallega,Paella valenciana,Filloas con nata
6,2022-03-26,15.3,0,0,0,Mediterranean,Traditional,23.87,Tabla de quesos mediterráneos,Brochetas de pollo con especias,Naranjas con canela y menta
8,2022-04-02,16.7,0,0,0,Mediterranean,Family,19.25,Pan de pita con labneh,Berenjena rellena de carne,Helado de higos
17,2024-02-25,8.2,0,0,0,Mediterranean,Traditional,16.06,Ensalada de pulpo,Kebab de cordero con cous cous,Helado de higos
20,2023-05-07,24.9,0,0,0,Italian,Business,13.01,Focaccia con romero,Penne all'arrabbiata,Panna cotta al caramello
19,2022-03-25,13.9,0,0,0,Grill,Business,20.4,Provoleta a la parrilla,Burger gourmet con cheddar,Tarta de manzana caliente
6,2024-06-05,35.1,0,0,1,Mediterranean,Traditional,23.87,Calamares a la romana,Moussaka tradicional,Mousse de limón
16,2024-07-29,34.0,0,0,1,Grill,Traditional,15.55,Nachos con guacamole,Burger gourmet con cheddar,Profiteroles con chocolate
13,2025-10-28,12.5,0,0,1,Grill,Gourmet,33.21,Tostadas con sobrasada,Entrecot de ternera a la brasa,Tarta de limón
8,2022-03-09,10.8,0,0,1,Mediterranean,Family,19.25,Ensalada de pulpo,Moussaka tradicional,Lokum de rosa
2,2023-12-02,9.7,0,0,0,Spanish,Traditional,21.52,Patatas bravas,Bacalao al pil pil,Tarta de Santiago
6,2025-02-11,5.7,0,0,1,Mediterranean,Traditional,23.87,Falafel con salsa tahini,Pollo al limón con romero,Sorbete de naranja
9,2022-10-08,22.1,0,0,0,Italian,Traditional,16.17,Burrata con tomate,Penne all'arrabbiata,Affogato al caffè
15,2023-01-17,8.9,0,0,1,Spanish,Business,17.84,Patatas bravas,Bacalao al pil pil,Tarta de Santiago
5,2025-08-30,33.5,0,0,0,Italian,Gourmet,41.17,Insalata caprese,Penne all'arrabbiata,Tiramisú
14,2025-09-20,25.9,0,0,0,Spanish,Traditional,13.82,Pulpo a la gallega,Merluza en salsa verde,Cuajada con miel
17,2024-02-26,9.7,0,0,1,Mediterranean,Traditional,16.06,Tabla de quesos mediterráneos,Berenjena rellena de carne,Helado de higos
20,2023-11-22,11.8,0,0,1,Italian,Business,13.01,Focaccia con romero,Gnocchi al gorgonzola,Panna cotta
14,2021-09-03,31.9,0,0,0,Spanish,Traditional,13.82,Pimientos de padrón,Paella valenciana,Flan casero
5,2025-08-16,35.7,0,0,0,Italian,Gourmet,41.17,Prosciutto con melón,Lasagna bolognese,Semifreddo al limone
8,2025-07-01,38.6,0,0,1,Mediterranean,Family,19.25,Tapenade con tostadas,Dorada a la sal,Sorbete de naranja
6,2024-12-13,2.9,0,0,0,Mediterranean,Traditional,23.87,Gambas al ajillo,Dorada al horno con patatas,Lokum de rosa
19,2024-06-27,31.0,0,0,1,Grill,Business,20.4,Provoleta a la parrilla,Secreto ibérico,Profiteroles con chocolate
18,2023-03-21,15.5,0,0,1,Mediterranean,Business,14.31,Falafel con salsa tahini,Rape con salsa de azafrán,Naranjas con canela y menta
6,2022-03-02,10.1,0,0,1,Mediterranean,Traditional,23.87,Dolmades de arroz,Berenjena rellena de carne,Tarta de ricotta con miel
7,2022-01-15,5.1,0,0,0,Spanish,Family,17.44,Pimientos de padrón,Merluza en salsa verde,Natillas de vainilla
20,2025-01-19,4.1,0,0,0,Italian,Business,13.01,Prosciutto con melón,Pasta alla carbonara,Torta della nonna
5,2022-09-07,34.6,0,0,1,Italian,Gourmet,41.17,Prosciutto con melón,Lasagna bolognese,Zabaione con frutti di bosco
14,2021-07-18,39.3,0,0,0,Spanish,Traditional,13.82,Tortilla española,Pescado a la sal,Cuajada con miel
1,2021-10-11,17.5,0,0,1,Grill,Gourmet,36.97,Gambas a la plancha,Codillo de cerdo asado,Coulant de chocolate
17,2024-09-12,25.4,0,0,1,Mediterranean,Traditional,16.06,Tzatziki con crudités,Brochetas de pollo con especias,Tarta de ricotta con miel
12,2022-04-10,23.0,0,0,0,Mediterranean,Traditional,17.84,Dolmades de arroz,Pollo al limón con romero,Halvah de sésamo
2,2022-03-01,7.9,0,0,1,Spanish,Traditional,21.52,Jamón ibérico con pan tumaca,Callos a la madrileña,Leche frita
2,2022-03-10,17.9,0,0,1,Spanish,Traditional,21.52,Boquerones en vinagre,Albóndigas en salsa,Torrijas
2,2024-08-06,35.4,0,0,1,Spanish,Traditional,21.52,Mejillones en escabeche,Pescado a la sal,Torrijas
11,2022-04-05,22.1,0,0,1,Italian,Traditional,18.4,Antipasto misto,Lasagna bolognese,Crostata di fragole
6,2022-10-22,19.1,0,0,0,Mediterranean,Traditional,23.87,Espárragos a la plancha,Pez espada a la plancha,Peras al vino con especias
20,2025-04-25,25.4,0,0,0,Italian,Business,13.01,Crostini con paté de trufa,Saltimbocca alla romana,Cannoli siciliani
12,2025-05-04,26.9,0,0,0,Mediterranean,Traditional,17.84,Gambas al ajillo,Berenjena rellena de carne,Tarta de miel y nueces
